_id,ltable_id,rtable_id,ltable_name,ltable_release_year,ltable_director,ltable_actors,ltable_runtime,rtable_name,rtable_release_year,rtable_director,rtable_actors,rtable_runtime
38692,a1173,b1697,the naked gun  from the files of police squad ,1988,David Zucker,Leslie Nielsen Priscilla Presley O.J. Simpson Ricardo Montalban,85,the naked gun  from the files of police squad ,1988,David Zucker,Leslie Nielsen O.J. Simpson Priscilla Presley,85
39032,a759,b1701,the girl with the dragon tattoo,2009,Niels Arden Oplev,Michael Nyqvist Noomi Rapace Ewa Fröling Lena Endre,152,the girl with the dragon tattoo,2010,Niels Arden Oplev,Ewa Fröling Michael Nyqvist Noomi Rapace,152
39098,a346,b1704,the chronicles of narnia  the lion  the witch and the wardrobe,2005,Andrew Adamson,Tilda Swinton Georgie Henley William Moseley Skandar Keynes,143,the chronicles of narnia  the lion  the witch and the wardrobe,2005,Andrew Adamson,Anna Popplewell Georgie Henley Skandar Keynes Tilda Swinton William Moseley,143
39256,a2673,b1713,top secret ,1984,Jim Abrahams David Zucker Jerry Zucker,Val Kilmer Lucy Gutteridge Peter Cushing Jeremy Kemp,90,lucas,1986,David Seltzer,Charlie Sheen Ciro Poppiti Corey Haim Courtney Thorne-Smith Guy Boyd Jeremy Piven Kerri Green Kevin Wixted Tom Hodges Winona Ryder,100
39604,a679,b1722,rango,2011,Gore Verbinski,Johnny Depp Isla Fisher Timothy Olyphant Abigail Breslin,107,rango,2011,Gore Verbinski,Isla Fisher Johnny Depp Timothy Olyphant,107
39631,a2227,b1726,frank,2014,Lenny Abrahamson,Michael Fassbender Domhnall Gleeson Maggie Gyllenhaal Moira Brooker,95,frank,2014,Lenny Abrahamson,Domhnall Gleeson Maggie Gyllenhaal Michael Fassbender,95
39647,a2993,b1728,invasion of the body snatchers,1978,Philip Kaufman,Donald Sutherland Brooke Adams Jeff Goldblum Veronica Cartwright,115,invasion of the body snatchers,1978,Philip Kaufman,Art Hindle Brooke Adams Don Siegel Donald Sutherland Jeff Goldblum Kevin McCarthy Lelia Goldoni Leonard Nimoy Tom Luddy Veronica Cartwright,115
39745,a279,b1737,rush,2013,Ron Howard,Daniel Brühl Chris Hemsworth Olivia Wilde Alexandra Maria Lara,123,rush,2013,Ron Howard,Chris Hemsworth Daniel Brühl Olivia Wilde,123
39769,a1507,b1737,in the heart of the sea,2015,Ron Howard,Chris Hemsworth Cillian Murphy Brendan Gleeson Ben Whishaw,122,rush,2013,Ron Howard,Chris Hemsworth Daniel Brühl Olivia Wilde,123
40006,a2140,b1744,risky business,1983,Paul Brickman,Tom Cruise Rebecca De Mornay Joe Pantoliano Richard Masur,99,risky business,1983,Paul Brickman,Rebecca De Mornay Tom Cruise,98
40029,a3036,b1745,an officer and a gentleman,1982,Taylor Hackford,Richard Gere Debra Winger David Keith Robert Loggia,124,an officer and a gentleman,1982,Taylor Hackford,Debra Winger Richard Gere,124
40120,a2488,b1751,in the heat of the night,1967,Norman Jewison,Sidney Poitier Rod Steiger Warren Oates Lee Grant,110,in the heat of the night,1967,Norman Jewison,Lee Grant Rod Steiger Sidney Poitier Warren Oates,109
40467,a2451,b1759,joy ride,2001,John Dahl,Steve Zahn Paul Walker Leelee Sobieski Jessica Bowman,97,joy ride,2001,John Dahl,Leelee Sobieski,97
40545,a2989,b1761,thx 1138,1971,George Lucas,Robert Duvall Donald Pleasence Don Pedro Colley Maggie McOmie,86,thx 1138,1971,George Lucas,Donald Pleasence Robert Duvall,86
40600,a46,b1762,guardians of the galaxy,2014,James Gunn,Chris Pratt Vin Diesel Bradley Cooper Zoe Saldana,121,lambert   stamp,2015,James D. Cooper,Chris Stamp Kit Lambert Pete Townsend Roger Daltrey,117
40661,a1671,b1764,attack the block,2011,Joe Cornish,John Boyega Jodie Whittaker Alex Esmail Leeon Jones,88,attack the block,2011,Joe Cornish,Alex Esmail Jodie Whittaker John Boyega,88
40897,a982,b1775,misery,1990,Rob Reiner,James Caan Kathy Bates Richard Farnsworth Frances Sternhagen,107,misery,1990,Rob Reiner,James Caan Kathy Bates,107
40930,a2687,b1778,win win,2011,Tom McCarthy,Paul Giamatti Amy Ryan Jeffrey Tambor Bobby Cannavale,106,win win,2011,Thomas McCarthy,Amy Ryan Jeffrey Tambor Paul Giamatti,106
41071,a1763,b1788,the cider house rules,1999,Lasse Hallström,Tobey Maguire Charlize Theron Michael Caine Delroy Lindo,126,the cider house rules,1999,Lasse Hallstrom,Charlize Theron Michael Caine Tobey Maguire,126
41110,a1435,b1793,infernal affairs,2002,Wai-Keung Lau Alan Mak,Andy Lau Tony Chiu-Wai Leung Anthony Chau-Sang Wong Eric Tsang,101,infernal affairs,2004,Alan Mak Wai-keung Lau,Andy Lau Anthony Wong Chau-Sang Tony Leung Chiu Wai,101
41149,a2658,b1794,bernie,2011,Richard Linklater,Jack Black Shirley MacLaine Matthew McConaughey Brady Coleman,104,bernie,2012,Richard Linklater,Jack Black Matthew McConaughey Shirley MacLaine,104
41183,a547,b1796,bridesmaids,2011,Paul Feig,Kristen Wiig Maya Rudolph Rose Byrne Terry Crews,125,bridesmaids,2011,Paul Feig,Kristen Wiig Maya Rudolph Rose Byrne,125
41310,a1879,b1799,the muppets,2011,James Bobin,Amy Adams Jason Segel Chris Cooper Rashida Jones,103,the muppets,2011,James Bobin,,98
41347,a1860,b1801,darkest hour,2017,Joe Wright,Gary Oldman Lily James Kristin Scott Thomas Ben Mendelsohn,125,darkest hour,2017,Joe Wright,Adrian Rawlins Anna Burnett Beatrice Stein Ben Mendelsohn Charley Palmer Merkell David Schofield Gary Oldman Hannah Steele Hilton McRae Jordan Waller Kristin Scott Thomas Lily James Nicholas Jones Philip Martin Brown Pip Torrens Richard Lumsden Ronald Pickup Samuel West Stephen Dillane,125
41420,a956,b1811,enchanted,2007,Kevin Lima,Amy Adams Susan Sarandon James Marsden Patrick Dempsey,107,enchanted,2007,Kevin Lima,Amy Adams James Marsden Susan Sarandon,107
41437,a2363,b1812,lady vengeance,2005,Chan-wook Park,Yeong-ae Lee Min-sik Choi Shi-hoo Kim Yea-young Kwon,115,lady vengeance,2006,Chan-wook Park,,112
41513,a298,b1815,shrek 2,2004,Andrew Adamson Kelly Asbury Conrad Vernon,Mike Myers Eddie Murphy Cameron Diaz Julie Andrews,93,shrek 2,2004,Andrew Adamson Conrad Vernon Kelly Asbury,Cameron Diaz Eddie Murphy Mike Myers,93
41544,a1227,b1817,bad santa,2003,Terry Zwigoff,Billy Bob Thornton Bernie Mac Lauren Graham John Ritter,91,life of brian  re release ,2004,Terry Jones,Graham Chapman John Cleese Michael Palin,94
41609,a1841,b1820,elizabeth,1998,Shekhar Kapur,Cate Blanchett Geoffrey Rush Christopher Eccleston Joseph Fiennes,124,elizabeth,1998,Shekhar Kapur,Cate Blanchett,124
41619,a1042,b1822,the heat,2013,Paul Feig,Sandra Bullock Michael McDonald Melissa McCarthy Demián Bichir,117,spy,2015,Paul Feig,Jason Statham Jude Law Melissa McCarthy Rose Byrne,119
41638,a702,b1822,spy,2015,Paul Feig,Melissa McCarthy Rose Byrne Jude Law Jason Statham,119,spy,2015,Paul Feig,Jason Statham Jude Law Melissa McCarthy Rose Byrne,119
41663,a887,b1822,ghostbusters,2016,Paul Feig,Melissa McCarthy Kristen Wiig Kate McKinnon Leslie Jones,116,spy,2015,Paul Feig,Jason Statham Jude Law Melissa McCarthy Rose Byrne,119
41797,a598,b1830,john wick  chapter 2,2017,Chad Stahelski,Keanu Reeves Riccardo Scamarcio Ian McShane Ruby Rose,122,john wick  chapter 2,2017,Chad Stahelski,,122
41831,a36,b1835,titanic,1997,James Cameron,Leonardo DiCaprio Kate Winslet Billy Zane Kathy Bates,194,titanic,1997,James Cameron,Kate Winslet Leonardo DiCaprio,194
41998,a1540,b1842,little children,2006,Todd Field,Kate Winslet Jennifer Connelly Patrick Wilson Jackie Earle Haley,136,little children,2006,Todd Field,Jackie Earle Haley Jennifer Connelly Kate Winslet Patrick Wilson,136
42037,a41,b1843,terminator 2,1991,James Cameron,Arnold Schwarzenegger Linda Hamilton Edward Furlong Robert Patrick,137,terminator 2  judgment day,1991,James Cameron,Arnold Schwarzenegger Linda Hamilton,137
42096,a29,b1846,the wolf of wall street,2013,Martin Scorsese,Leonardo DiCaprio Jonah Hill Margot Robbie Matthew McConaughey,180,the wolf of wall street,2013,Martin Scorsese,Cristin Milioti Ethan Suplee Jean Dujardin Jon Bernthal Jon Favreau Jonah Hill Kyle Chandler Leonardo DiCaprio Margot Robbie Matthew McConaughey Rob Reiner Spike Jonze,180
42187,a167,b1849,captain america  civil war,2016,Anthony Russo Joe Russo,Chris Evans Robert Downey Jr. Scarlett Johansson Sebastian Stan,147,captain america  civil war,2016,Anthony Russo Joe Russo,Anthony Mackie Chadwick Boseman Chris Evans Don Cheadle Jeremy Renner Paul Bettany Robert Downey Jr. Scarlett Johansson Sebastian Stan,147
42269,a367,b1852,stand by me,1986,Rob Reiner,Wil Wheaton River Phoenix Corey Feldman Jerry O'Connell,89,stand by me,1986,Rob Reiner,Corey Feldman Jerry O'Connell River Phoenix Wil Wheaton,89
42485,a831,b1860,american wedding,2003,Jesse Dylan,Jason Biggs Alyson Hannigan Seann William Scott Eugene Levy,96,roger dodger,2002,Dylan Kidd,Campbell Scott Isabella Rossellini Jesse Eisenberg,106
42574,a1691,b1865,the full monty,1997,Peter Cattaneo,Robert Carlyle Tom Wilkinson Mark Addy William Snape,91,the full monty,1997,Peter Cattaneo,Mark Addy Robert Carlyle Tom Wilkinson,91
42641,a1757,b1867,born on the fourth of july,1989,Oliver Stone,Tom Cruise Raymond J. Barry Caroline Kava Josh Evans,145,born on the fourth of july,1989,Oliver Stone,Tom Cruise,145
42701,a197,b1870,minority report,2002,Steven Spielberg,Tom Cruise Colin Farrell Samantha Morton Max von Sydow,145,catch me if you can,2002,Steven Spielberg,Christopher Walken Leonardo DiCaprio Tom Hanks,141
42705,a81,b1870,catch me if you can,2002,Steven Spielberg,Leonardo DiCaprio Tom Hanks Christopher Walken Martin Sheen,141,catch me if you can,2002,Steven Spielberg,Christopher Walken Leonardo DiCaprio Tom Hanks,141
42768,a914,b1872,side effects,2013,Steven Soderbergh,Rooney Mara Channing Tatum Jude Law Catherine Zeta-Jones,106,side effects,2013,Steven Soderbergh,Catherine Zeta Jones Channing Tatum Jude Law Rooney Mara,106
42806,a740,b1872,contagion,2011,Steven Soderbergh,Matt Damon Kate Winslet Jude Law Gwyneth Paltrow,106,side effects,2013,Steven Soderbergh,Catherine Zeta Jones Channing Tatum Jude Law Rooney Mara,106
42814,a1279,b1872,magic mike,2012,Steven Soderbergh,Channing Tatum Alex Pettyfer Olivia Munn Matthew McConaughey,110,side effects,2013,Steven Soderbergh,Catherine Zeta Jones Channing Tatum Jude Law Rooney Mara,106
42840,a1565,b1875,the lego batman movie,2017,Chris McKay,Will Arnett Michael Cera Rosario Dawson Ralph Fiennes,104,the lego batman movie,2017,Chris McKay,,104
43041,a1317,b1885,trainwreck,2015,Judd Apatow,Amy Schumer Bill Hader Brie Larson Colin Quinn,125,trainwreck,2015,Judd Apatow,Amy Schumer Bill Hader Brie Larson Colin Quinn,125
43288,a978,b1890,about a boy,2002,Chris Weitz Paul Weitz,Hugh Grant Nicholas Hoult Toni Collette Sharon Small,101,about a boy,2002,Chris Weitz Paul Weitz,Hugh Grant,101
43412,a1916,b1900,swiss army man,2016,Dan Kwan Daniel Scheinert,Paul Dano Daniel Radcliffe Mary Elizabeth Winstead Antonia Ribero,97,get me roger stone,2017,Daniel DiMauro Dylan Bank Morgan Pehme,Alex Jones Donald Trump Harry Siegel Jane Mayer Jeffrey Toobin Matt Labash Paul Manafort Roger Stone Tucker Carlson Wayne Barrett,92
43435,a2466,b1903,okja,2017,Joon-ho Bong,Tilda Swinton Paul Dano Seo-Hyun Ahn Jake Gyllenhaal,120,okja,2017,Joon-ho Bong,Colm Hill Giancarlo Esposito Jake Gyllenhaal Jose Carias Kathryn Kirkpatrick Michael Mitton Seo-Hyeon Ahn Sheena Kamal Tilda Swinton,120
43450,a1377,b1907,mother ,2017,Darren Aronofsky,Jennifer Lawrence Javier Bardem Ed Harris Michelle Pfeiffer,121,mother ,2017,Darren Aronofsky,Amanda Chiu Brian Gleeson Domhnall Gleeson Ed Harris Eric Davis Javier Bardem Jennifer Lawrence Jovan Adepo Kristen Wiig Michelle Pfeiffer Patricia Summersett Stefan Simchowitz Stephen McHattie,121
43475,a447,b1908,mission  impossible   rogue nation,2015,Christopher McQuarrie,Tom Cruise Rebecca Ferguson Jeremy Renner Simon Pegg,131,mission  impossible   rogue nation,2015,Christopher McQuarrie,Alec Baldwin Jeremy Renner Rebecca Ferguson Simon Pegg Tom Cruise Ving Rhames,131
43604,a754,b1922,natural born killers,1994,Oliver Stone,Woody Harrelson Juliette Lewis Tom Sizemore Rodney Dangerfield,118,natural born killers,1994,Oliver Stone,Juliette Lewis Woody Harrelson,118
43618,a1458,b1923,me and earl and the dying girl,2015,Alfonso Gomez-Rejon,Thomas Mann RJ Cyler Olivia Cooke Nick Offerman,105,me and earl and the dying girl,2015,Alfonso Gomez-Rejon,Olivia Cooke RJ Cyler Thomas Mann,105
43773,a1282,b1930,monster,2003,Patty Jenkins,Charlize Theron Christina Ricci Bruce Dern Lee Tergesen,109,monster,2003,Patty Jenkins,Bruce Dern Charlize Theron Christina Ricci,109
43991,a1796,b1941,frankenweenie,2012,Tim Burton,Winona Ryder Catherine O'Hara Martin Short Martin Landau,87,frankenweenie,2012,Tim Burton,Catherine O'Hara Martin Short Winona Ryder,87
44069,a344,b1944,black hawk down,2001,Ridley Scott,Josh Hartnett Ewan McGregor Tom Sizemore Eric Bana,144,black hawk down,2001,Ridley Scott,Josh Hartnett,144
44334,a108,b1955,x men  days of future past,2014,Bryan Singer,Patrick Stewart Ian McKellen Hugh Jackman James McAvoy,132,x men  days of future past,2014,Bryan Singer,Halle Berry Hugh Jackman Ian McKellen James McAvoy Jennifer Lawrence Michael Fassbender Patrick Stewart Peter Dinklage,131
44360,a393,b1959,the others,2001,Alejandro Amenábar,Nicole Kidman Christopher Eccleston Fionnula Flanagan Alakina Mann,104,the others,2001,Alejandro Amenábar,Christopher Eccleston Nicole Kidman,104
44374,a146,b1960,twelve monkeys,1995,Terry Gilliam,Bruce Willis Madeleine Stowe Brad Pitt Joseph Melito,129,twelve monkeys,1996,Terry Gilliam,Bruce Willis Madeleine Stowe,129
44395,a1583,b1961,flushed away,2006,David Bowers Sam Fell,Hugh Jackman Kate Winslet Ian McKellen Jean Reno,85,flushed away,2006,David Bowers Sam Fell,Hugh Jackman Ian McKellen Kate Winslet,85
44531,a1443,b1962,awakenings,1990,Penny Marshall,Robert De Niro Robin Williams Julie Kavner Ruth Nelson,121,awakenings,1990,Penny Marshall,Robert De Niro Robin Williams,121
44697,a3,b1971,inception,2010,Christopher Nolan,Leonardo DiCaprio Joseph Gordon-Levitt Ellen Page Ken Watanabe,148,inception,2010,Christopher Nolan,Ellen Page Joseph Gordon-Levitt Ken Watanabe Leonardo DiCaprio,148
44719,a491,b1972,serenity,2005,Joss Whedon,Nathan Fillion Gina Torres Chiwetel Ejiofor Alan Tudyk,119,serenity,2005,Joss Whedon,Chiwetel Ejiofor Gina Torres Nathan Fillion,119
44796,a937,b1978,the last king of scotland,2006,Kevin Macdonald,James McAvoy Forest Whitaker Gillian Anderson Kerry Washington,123,the last king of scotland,2006,Kevin Macdonald,Forest Whitaker Gillian Anderson James McAvoy,123
44804,a2788,b1978,tristan   isolde,2006,Kevin Reynolds,James Franco Sophia Myles Rufus Sewell David O'Hara,125,the last king of scotland,2006,Kevin Macdonald,Forest Whitaker Gillian Anderson James McAvoy,123
44834,a2600,b1986,the invitation,2015,Karyn Kusama,Logan Marshall-Green Emayatzy Corinealdi Michiel Huisman Tammy Blanchard,100,the invitation,2016,Karyn Kusama,Emayatzy E. Corinealdi Logan Marshall-Green Michiel Huisman Tammy Blanchard,100
44976,a192,b1992,ocean s eleven,2001,Steven Soderbergh,George Clooney Brad Pitt Julia Roberts Matt Damon,116,ocean s eleven,2001,Steven Soderbergh,Brad Pitt George Clooney,116
45085,a1227,b2004,bad santa,2003,Terry Zwigoff,Billy Bob Thornton Bernie Mac Lauren Graham John Ritter,91,bad santa,2003,Terry Zwigoff,Bernie Mac Billy Bob Thornton John Ritter Lauren Graham,91
45219,a2195,b2016,fearless,2006,Ronny Yu,Jet Li Li Sun Yong Dong Yun Qu,104,fearless,2006,Ronny Yu,Jet Li,103
45365,a2184,b2022,short term 12,2013,Destin Daniel Cretton,Brie Larson Frantz Turner John Gallagher Jr. Kaitlyn Dever,96,  vocateur  the morton downey jr  movie,2013,Daniel A. Miller Jeremy Newberger Seth Kramer,Morton Downey Jr.,0
45468,a627,b2025,beetlejuice,1988,Tim Burton,Alec Baldwin Geena Davis Michael Keaton Annie McEnroe,92,beetlejuice,1988,Tim Burton,Alec Baldwin Geena Davis Michael Keaton,92
45474,a1196,b2026,lars and the real girl,2007,Craig Gillespie,Ryan Gosling Emily Mortimer Paul Schneider R.D. Reid,106,lars and the real girl,2007,Craig Gillespie,Emily Mortimer Paul Schneider Ryan Gosling,106
45491,a1454,b2028,what we do in the shadows,2014,Jemaine Clement Taika Waititi,Jemaine Clement Taika Waititi Cori Gonzalez-Macuer Jonny Brugh,86,boy,2012,Taika Waititi,Cherilee Martin Haze Reweti James Rolleston Moerangi Tihore RickyLee Waipuka-Russell Taika Waititi,87
45518,a734,b2029,clerks,1994,Kevin Smith,Brian O'Halloran Jeff Anderson Marilyn Ghigliotti Lisa Spoonauer,92,clerks,1994,Kevin Smith,Brian O'Halloran Jeff Anderson,92
45602,a21,b2034,inglourious basterds,2009,Quentin Tarantino Eli Roth,Brad Pitt Diane Kruger Eli Roth Mélanie Laurent,153,inglourious basterds,2009,Eli Roth Quentin Tarantino,Brad Pitt Diane Kruger Eli Roth,153
45652,a1217,b2036,never let me go,2010,Mark Romanek,Keira Knightley Carey Mulligan Andrew Garfield Izzy Meikle-Small,103,never let me go,2010,Mark Romanek,Andrew Garfield Carey Mulligan Keira Knightley,103
45682,a397,b2038,batman,1989,Tim Burton,Michael Keaton Jack Nicholson Kim Basinger Robert Wuhl,126,batman,1989,Tim Burton,Jack Nicholson Michael Keaton,126
45709,a481,b2040,babel,2006,Alejandro G. Iñárritu,Brad Pitt Cate Blanchett Gael García Bernal Mohamed Akhzam,143,babel,2006,Alejandro González Iñárritu,Brad Pitt Cate Blanchett,143
45778,a892,b2042,unstoppable,2010,Tony Scott,Denzel Washington Chris Pine Rosario Dawson Ethan Suplee,98,unstoppable,2010,Tony Scott,Chris Pine Denzel Washington Rosario Dawson,98
45794,a894,b2042,the taking of pelham 123,2009,Tony Scott,Denzel Washington John Travolta Luis Guzmán Victor Gojcaj,106,unstoppable,2010,Tony Scott,Chris Pine Denzel Washington Rosario Dawson,98
45795,a2137,b2043,bad lieutenant  port of call new orleans,2009,Werner Herzog,Nicolas Cage Eva Mendes Russell M. Haeuser Val Kilmer,122,the bad lieutenant  port of call   new orleans,2009,Werner Herzog,Eva Mendes Nicolas Cage,122
45800,a903,b2044,shame,2011,Steve McQueen,Michael Fassbender Carey Mulligan James Badge Dale Lucy Walters,101,brave,2012,Brenda Chapman Mark Andrews Steve Purcell,Billy Connolly Craig Ferguson Emma Thompson Julie Walters Kelly Macdonald Kevin McKidd Robbie Coltrane,93
45819,a1710,b2044,movie 43,2013,Elizabeth Banks Steven Brill Steve Carr Rusty Cundieff James Duffy Griffin Dunne Peter Farrelly Patrik Forsberg Will Graham James Gunn Brett Ratner Jonathan van Tulleken Bob Odenkirk,Emma Stone Stephen Merchant Richard Gere Liev Schreiber,94,brave,2012,Brenda Chapman Mark Andrews Steve Purcell,Billy Connolly Craig Ferguson Emma Thompson Julie Walters Kelly Macdonald Kevin McKidd Robbie Coltrane,93
45843,a364,b2044,brave,2012,Mark Andrews Brenda Chapman Steve Purcell,Kelly Macdonald Billy Connolly Emma Thompson Julie Walters,93,brave,2012,Brenda Chapman Mark Andrews Steve Purcell,Billy Connolly Craig Ferguson Emma Thompson Julie Walters Kelly Macdonald Kevin McKidd Robbie Coltrane,93
45854,a1021,b2044,hot tub time machine,2010,Steve Pink,John Cusack Rob Corddry Craig Robinson Clark Duke,101,brave,2012,Brenda Chapman Mark Andrews Steve Purcell,Billy Connolly Craig Ferguson Emma Thompson Julie Walters Kelly Macdonald Kevin McKidd Robbie Coltrane,93
45904,a246,b2046,crash,2004,Paul Haggis,Don Cheadle Sandra Bullock Thandie Newton Karina Arroyave,112,crash,2005,Paul Haggis,Don Cheadle Sandra Bullock,112
45981,a1308,b2047,trading places,1983,John Landis,Eddie Murphy Dan Aykroyd Ralph Bellamy Don Ameche,116,trading places,1983,John Landis,Dan Aykroyd Eddie Murphy,118
46058,a2190,b2048,slither,2006,James Gunn,Nathan Fillion Elizabeth Banks Michael Rooker Don Thompson,95,slither,2006,James Gunn,Elizabeth Banks Michael Rooker Nathan Fillion,95
46078,a1331,b2048,final destination 3,2006,James Wong,Mary Elizabeth Winstead Ryan Merriman Kris Lemche Alexz Johnson,93,slither,2006,James Gunn,Elizabeth Banks Michael Rooker Nathan Fillion,95
46079,a2228,b2048,eden lake,2008,James Watkins,Kelly Reilly Michael Fassbender Tara Ellis Jack O'Connell,91,slither,2006,James Gunn,Elizabeth Banks Michael Rooker Nathan Fillion,95
